"id","code","name","note","user_type_id:id","reconcile","chart_template_id:id"
"account_template_poppi_411_01_01","411.01.01","VENDA DE MAQUINAS","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_411_01_02","411.01.02","VENDA DE MAQUINAS EXPORTACAO","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_411_01_03","411.01.03","VENDA DE MERCADORIAS","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_411_01_04","411.01.04","PRESTACAO DE SERVICOS","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_411_01_05","411.01.05","VENDA DE MERCADORIAS EXPORTACAO","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_411_01_06","411.01.06","(-) DEVOLUCAO DE PRODUTOS","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_411_01_07","411.01.07","(-) DEVOLUCAO DE MERCADORIA","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_411_01_08","411.01.08","VENDA DE PECAS","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_411_01_09","411.01.09","VENDA DE MAQUINAS IMPORTADAS","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_411_01_10","411.01.10","VENDA DE MAQUINAS (USADAS)","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_411_01_11","411.01.11","VENDA EQUIPARADA A EXPORTACAO","","account.data_account_type_revenue","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_01","412.01.01","VARIACAO MONETARIA ATIVA","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_02","412.01.02","RECEITAS FINANCEIRAS","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_03","412.01.03","JUROS RECEBIDOS","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_04","412.01.04","DESCONTOS RECEBIDOS","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_05","412.01.05","DIVIDENDOS","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_06","412.01.06","RENDIMENTOS PIS/ABONO","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_07","412.01.07","RECEITA PIS NAO CUMULATIVO","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_08","412.01.08","RECEITA COFINS NAO CUMULATIVO","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_09","412.01.09","RECEITAS DIVERSAS","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_10","412.01.10","VARIACAO CAMBIAL ATIVA","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_11","412.01.11","COMISSOES RECEBIDAS","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_412_01_12","412.01.12","RENDIMEN. S/APLIC. FINANCEIRAS","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_414_01_01","414.01.01","GANHOS /PERDAS CAPITAL","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_414_01_02","414.01.02","VENDA BENS ATIVO IMOBILIZADO","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_414_01_03","414.01.03","(-) CUSTO VENDA ATIVO IMOBILIZADO","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_415_01_01","415.01.01","SALDO CREDOR CORRECAO MONETARIA","","account.data_account_type_other_income","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_511_01_01","511.01.01","RESULTADO MENSAL","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_511_02_01","511.02.01","RESULTADO ANUAL","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
"account_template_poppi_611_01_01","611.01.01","ENCERRAMENTO DO EXERCICIO","","account.data_account_off_sheet","","l10n_br_coa_poppi_chart_template"
